key,0,1,2,3,4,5,6,7
15.41,"Larch Wand","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
15.42,"Stiperstone Grinding Wheel","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
15.43,"Larch Spinning Wheel","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
15.44,"Larch Earrings","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#83","Yellow Crafters' Scrip"
15.45,"Larch Necklace","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#83","Yellow Crafters' Scrip"
15.46,"Larch Bracelets","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#83","Yellow Crafters' Scrip"
15.47,"Larch Ring","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#83","Yellow Crafters' Scrip"
15.48,"Doman Iron Lance","Lv. 61-70",64,64,0,3,"CollectablesShopRefine#85","Yellow Crafters' Scrip"
15.49,"Pine Composite Bow","Lv. 61-70",64,64,0,3,"CollectablesShopRefine#85","Yellow Crafters' Scrip"
15.50,"Pine Cane","Lv. 61-70",64,64,0,3,"CollectablesShopRefine#85","Yellow Crafters' Scrip"
15.51,"Pine Fishing Rod","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
15.52,"Slate Grinding Wheel","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
15.53,"Pine Spinning Wheel","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
15.54,"Doman Steel Halberd","Lv. 61-70",66,66,0,3,"CollectablesShopRefine#88","Yellow Crafters' Scrip"
15.55,"Persimmon Cane","Lv. 61-70",66,66,0,3,"CollectablesShopRefine#88","Yellow Crafters' Scrip"
15.56,"Polished Slate Grinding Wheel","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
15.57,"Persimmon Spinning Wheel","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
15.58,"Persimmon Earrings","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
15.59,"Persimmon Necklace","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
15.60,"Persimmon Bracelets","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
15.61,"Persimmon Ring","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
15.62,"Molybdenum Trident","Lv. 61-70",70,68,0,3,"CollectablesShopRefine#91","Yellow Crafters' Scrip"
15.63,"Zelkova Longbow","Lv. 61-70",70,68,0,3,"CollectablesShopRefine#91","Yellow Crafters' Scrip"
15.64,"Zelkova Cane","Lv. 61-70",70,68,0,3,"CollectablesShopRefine#91","Yellow Crafters' Scrip"
15.65,"Zelkova Earrings","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
15.66,"Zelkova Necklace","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
15.67,"Zelkova Bracelets","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
15.68,"Zelkova Ring","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
15.69,"Zelkova Fishing Rod","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
15.70,"Almandine Grinding Wheel","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
15.71,"Zelkova Spinning Wheel","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
15.72,"White Oak Partisan","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.73,"White Oak Composite Bow","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.74,"White Oak Cane","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.75,"White Oak Rod","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.76,"White Oak Grinding Wheel","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.77,"White Oak Spinning Wheel","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.78,"White Oak Bracelets","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.79,"White Oak Ring","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
15.80,"Miracle Apple Lumber","Lv. 71-80",72,72,0,3,"CollectablesShopRefine#89","Yellow Crafters' Scrip"
15.81,"Applewood Staff","Lv. 71-80",72,73,0,3,"CollectablesShopRefine#92","Yellow Crafters' Scrip"
15.82,"Bluespirit Spear","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
15.83,"Bluespirit Cane","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
15.84,"White Ash Earring of Fending","Lv. 71-80",74,75,0,3,"CollectablesShopRefine#96","Yellow Crafters' Scrip"
15.85,"White Ash Fishing Rod","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
15.86,"White Ash Spinning Wheel","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
15.87,"White Ash Necklace","Lv. 71-80",74,75,0,3,"CollectablesShopRefine#96","Yellow Crafters' Scrip"
15.88,"White Ash Ring","Lv. 71-80",74,75,0,3,"CollectablesShopRefine#96","Yellow Crafters' Scrip"
15.89,"White Ash Earring of Healing","Lv. 71-80",74,75,0,3,"CollectablesShopRefine#96","Yellow Crafters' Scrip"
15.90,"Sandteak Lumber","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#97","Yellow Crafters' Scrip"
15.91,"Sandteak Fauchard","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#97","Yellow Crafters' Scrip"
15.92,"Sandteak Cane","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#97","Yellow Crafters' Scrip"
15.93,"Sandteak Fishing Rod","Lv. 71-80",76,77,0,3,"CollectablesShopRefine#98","Yellow Crafters' Scrip"
15.94,"Sandteak Grinding Wheel","Lv. 71-80",76,77,0,3,"CollectablesShopRefine#98","Yellow Crafters' Scrip"
15.95,"Lignum Vitae Lumber","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
15.96,"Dwarven Lignum Lance","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
15.97,"Dwarven Lignum Bow","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
15.98,"Dwarven Lignum Pole","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
15.99,"Lignum Vitae Necklace","Lv. 71-80",80,79,0,3,"CollectablesShopRefine#100","White Crafters' Scrip"
15.100,"Lignum Vitae Bracelet","Lv. 71-80",80,79,0,3,"CollectablesShopRefine#100","White Crafters' Scrip"
15.101,"Lignum Vitae Fishing Rod","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
15.102,"Lignum Vitae Grinding Wheel","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
15.103,"Lignum Vitae Spinning Wheel","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
16.0,"Mythrite Katzbalger","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
16.1,"Mythrite Patas","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
16.2,"Mythrite War Axe","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
16.3,"Mythrite Pugiones","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
16.4,"Mythrite Claymore","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
16.5,"Mythrite-barreled Arquebus","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
16.6,"Mythrite Halfheart Saw","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#67","Yellow Crafters' Scrip"
16.7,"Mythrite Lapidary Hammer","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#67","Yellow Crafters' Scrip"
16.8,"Mythrite Flametongue","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
16.9,"Mythrite Jamadhars","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
16.10,"Mythrite Zweihander","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
16.11,"Mythrite-barreled Musketoon","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
16.12,"Mythrite Pliers","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
16.13,"Mythrite Scythe","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
16.14,"Titanium Axe","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#69","Yellow Crafters' Scrip"
16.15,"Titanium Pugiones","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#69","Yellow Crafters' Scrip"
16.16,"Hardsilver Saw","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#71","Yellow Crafters' Scrip"
16.17,"Titanium Cross-pein Hammer","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#71","Yellow Crafters' Scrip"
16.18,"Titanium Ball-pein Hammer","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#71","Yellow Crafters' Scrip"
16.19,"Hardsilver Texture Hammer","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#71","Yellow Crafters' Scrip"
16.20,"Titanium Creasing Knife","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#71","Yellow Crafters' Scrip"
16.21,"Hardsilver Dolabra","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#71","Yellow Crafters' Scrip"
16.22,"Titanium Nugget","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#72","Yellow Crafters' Scrip"
16.23,"Titanium Mortar","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
16.24,"Titanium Culinary Knife","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
16.25,"Titanium Sledgehammer","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
16.26,"Titanium Longsword","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#75","Yellow Crafters' Scrip"
16.27,"Titanium Knuckles","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#75","Yellow Crafters' Scrip"
16.28,"Titanium Greatsword","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#75","Yellow Crafters' Scrip"
16.29,"Titanium-barreled Snaphance","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#75","Yellow Crafters' Scrip"
16.30,"Hardsilver Hatchet","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#75","Yellow Crafters' Scrip"
16.31,"Adamantite Broadsword","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
16.32,"Adamantite Jamadhars","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
16.33,"Adamantite Bill","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
16.34,"Adamantite Knives","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
16.35,"Adamantite Zweihander","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
16.36,"Adamantite Revolver","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
16.37,"Adamantite Claw Hammer","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.38,"Adamantite File","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.39,"Adamantite Pliers","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.40,"Adamantite Awl","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.41,"Adamantite Mortar","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.42,"Adamantite Culinary Knife","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.43,"Adamantite Sledgehammer","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.44,"Adamantite Scythe","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
16.45,"Titanium Ingot","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#80","Yellow Crafters' Scrip"
16.46,"Adamantite Winglet","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.47,"Adamantite Headsman's Axe","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.48,"Adamantite Greatsword","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.49,"Adamantite-barreled Culverin","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.50,"Adamantite Saw","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.51,"Aurum Regis Creasing Knife","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.52,"Adamantite Dolabra","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.53,"Adamantite Hatchet","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
16.54,"High Steel Knuckles","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#76","Yellow Crafters' Scrip"
16.55,"High Steel Headsman's Axe","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#76","Yellow Crafters' Scrip"
16.56,"High Steel Main Gauches","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#76","Yellow Crafters' Scrip"
16.57,"High Steel Guillotine","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#76","Yellow Crafters' Scrip"
16.58,"High Steel Tachi","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#76","Yellow Crafters' Scrip"
16.59,"High Steel Doming Hammer","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#77","Yellow Crafters' Scrip"
16.60,"Koppranickel Ornamental Hammer","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#77","Yellow Crafters' Scrip"
16.61,"High Steel Dolabra","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#77","Yellow Crafters' Scrip"
16.62,"High Steel Longsword","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#83","Yellow Crafters' Scrip"
16.63,"Folded High Steel Knuckles","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#83","Yellow Crafters' Scrip"
16.64,"High Steel Battleaxe","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#83","Yellow Crafters' Scrip"
16.65,"High Steel Claw Hammer","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
16.66,"High Steel Pliers","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
16.67,"High Steel Awl","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
16.68,"High Steel Culinary Knife","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
16.69,"High Steel Scythe","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
16.70,"Doman Iron Greatsword","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
16.71,"Doman Iron Culverin","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
16.72,"Doman Iron Uchigatana","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
16.73,"Doman Iron Halfheart Saw","Lv. 61-70",64,64,0,3,"CollectablesShopRefine#85","Yellow Crafters' Scrip"
16.74,"Durium Texture Hammer","Lv. 61-70",64,64,0,3,"CollectablesShopRefine#85","Yellow Crafters' Scrip"
16.75,"Doman Iron Hatchet","Lv. 61-70",64,64,0,3,"CollectablesShopRefine#85","Yellow Crafters' Scrip"
16.76,"Doman Iron File","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
16.77,"Doman Iron Awl","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#86","Yellow Crafters' Scrip"
16.78,"Doman Steel Longsword","Lv. 61-70",66,66,0,3,"CollectablesShopRefine#88","Yellow Crafters' Scrip"
16.79,"Doman Steel Patas","Lv. 61-70",66,66,0,3,"CollectablesShopRefine#88","Yellow Crafters' Scrip"
16.80,"Doman Steel Main Gauches","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
16.81,"Doman Steel Raising Hammer","Lv. 61-70",66,66,0,3,"CollectablesShopRefine#88","Yellow Crafters' Scrip"
16.82,"Doman Steel Claw Hammer","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
16.83,"Doman Steel Pliers","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
16.84,"Doman Steel Culinary Knife","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
16.85,"Doman Steel Sledgehammer","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#90","Yellow Crafters' Scrip"
16.86,"Molybdenum Knuckles","Lv. 61-70",70,68,0,3,"CollectablesShopRefine#91","Yellow Crafters' Scrip"
16.87,"Molybdenum War Axe","Lv. 61-70",70,68,0,3,"CollectablesShopRefine#91","Yellow Crafters' Scrip"
16.88,"Molybdenum Longblade","Lv. 61-70",70,68,0,3,"CollectablesShopRefine#91","Yellow Crafters' Scrip"
16.89,"Molybdenum Halfheart Saw","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
16.90,"Molybdenum Lump Hammer","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
16.91,"Molybdenum Creasing Knife","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
16.92,"Molybdenum Pickaxe","Lv. 61-70",70,69,0,3,"CollectablesShopRefine#93","Yellow Crafters' Scrip"
16.93,"Molybdenum Claw Hammer","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.94,"Molybdenum File","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.95,"Molybdenum Pliers","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.96,"Molybdenum Awl","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.97,"Molybdenum Mortar","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.98,"Molybdenum Culinary Knife","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.99,"Molybdenum Sledgehammer","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.100,"Molybdenum Scythe","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#94","Yellow Crafters' Scrip"
16.101,"Deepgold Anelace","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.102,"Deepgold Katars","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.103,"Deepgold Battleaxe","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.104,"Deepgold Saw","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.105,"Deepgold Cross-pein Hammer","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.106,"Deepgold Raising Hammer","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.107,"Deepgold Awl","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.108,"Deepgold Mortar","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#87","Yellow Crafters' Scrip"
16.109,"Deepgold Ingot","Lv. 71-80",72,72,0,3,"CollectablesShopRefine#89","Yellow Crafters' Scrip"
16.110,"Deepgold Daggers","Lv. 71-80",72,72,0,3,"CollectablesShopRefine#89","Yellow Crafters' Scrip"
16.111,"Deepgold Greatsword","Lv. 71-80",72,72,0,3,"CollectablesShopRefine#89","Yellow Crafters' Scrip"
16.112,"Deepgold Arquebus","Lv. 71-80",72,73,0,3,"CollectablesShopRefine#92","Yellow Crafters' Scrip"
16.113,"Deepgold Uchigatana","Lv. 71-80",72,72,0,3,"CollectablesShopRefine#89","Yellow Crafters' Scrip"
16.114,"Deepgold Bayonet","Lv. 71-80",72,73,0,3,"CollectablesShopRefine#92","Yellow Crafters' Scrip"
16.115,"Deepgold Chakrams","Lv. 71-80",72,73,0,3,"CollectablesShopRefine#92","Yellow Crafters' Scrip"
16.116,"Bluespirit Sword","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
16.117,"Bluespirit Axe","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
16.118,"Bluespirit Guillotine","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
16.119,"Bluespirit Handgonne","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
16.120,"Bluespirit Gunblade","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
16.121,"Bluespirit Pickaxe","Lv. 71-80",74,75,0,3,"CollectablesShopRefine#96","Yellow Crafters' Scrip"
16.122,"Bluespirit Hatchet","Lv. 71-80",74,75,0,3,"CollectablesShopRefine#96","Yellow Crafters' Scrip"
16.123,"Bluespirit Culinary Knife","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#95","Yellow Crafters' Scrip"
16.124,"Titanbronze Kilij","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#97","Yellow Crafters' Scrip"
16.125,"Titanbronze Fists","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#97","Yellow Crafters' Scrip"
16.126,"Titanbronze Battleaxe","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#97","Yellow Crafters' Scrip"
16.127,"Titanbronze Texture Hammer","Lv. 71-80",76,77,0,3,"CollectablesShopRefine#98","Yellow Crafters' Scrip"
16.128,"Titanbronze Creasing Knife","Lv. 71-80",76,77,0,3,"CollectablesShopRefine#98","Yellow Crafters' Scrip"
16.129,"Titanbronze Pickaxe","Lv. 71-80",76,77,0,3,"CollectablesShopRefine#98","Yellow Crafters' Scrip"
16.130,"Titanbronze Pliers","Lv. 71-80",76,77,0,3,"CollectablesShopRefine#98","Yellow Crafters' Scrip"
16.131,"Titanbronze Mortar","Lv. 71-80",76,77,0,3,"CollectablesShopRefine#98","Yellow Crafters' Scrip"
16.132,"Dwarven Mythril Rotaries","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
16.133,"Dwarven Mythril Planisphere","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
16.134,"Dwarven Mythril Manatrigger","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
16.135,"Dwarven Mythril Glaives","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#99","White Crafters' Scrip"
16.136,"Dwarven Mythril Pliers","Lv. 71-80",80,79,0,3,"CollectablesShopRefine#100","White Crafters' Scrip"
16.137,"Dwarven Mythril Awl","Lv. 71-80",80,79,0,3,"CollectablesShopRefine#100","White Crafters' Scrip"
16.138,"Dwarven Mythril Sledgehammer","Lv. 71-80",80,79,0,3,"CollectablesShopRefine#100","White Crafters' Scrip"
16.139,"Dwarven Mythril Scythe","Lv. 71-80",80,79,0,3,"CollectablesShopRefine#100","White Crafters' Scrip"
16.140,"Dwarven Mythril Saw","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
16.141,"Dwarven Mythril Cross-pein Hammer","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
16.142,"Dwarven Mythril Raising Hammer","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
16.143,"Dwarven Mythril Lapidary Hammer","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
16.144,"Dwarven Mythril Round Knife","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
16.145,"Dwarven Mythril Pickaxe","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
16.146,"Dwarven Mythril Hatchet","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#101","White Crafters' Scrip"
17.0,"Mythrite Sallet of Fending","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.1,"Mythrite Tassets of Maiming","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.2,"Mythrite Scutum","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.3,"Mythrite Hauberk of Fending","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.4,"Mythrite Sabatons of Fending","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.5,"Mythrite Hauberk of Maiming","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.6,"Mythrite Gauntlets of Maiming","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.7,"Mythrite Sabatons of Maiming","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
17.8,"Mythrite Alembic","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#67","Yellow Crafters' Scrip"
17.9,"Frypan Caliente","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#67","Yellow Crafters' Scrip"
17.10,"Mythrite Bladed Lantern Shield","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
17.11,"Titanium Plate Belt of Fending","Lv. 50-60",54,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
17.12,"Titanium Sallet of Maiming","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#69","Yellow Crafters' Scrip"
