key,0,1,2,3,4,5,6
478,"Yellow Crafters' Scrip",91,100,109,129,141,154
479,"Yellow Crafters' Scrip",91,100,109,143,157,171
480,"Yellow Crafters' Scrip",91,100,109,175,192,210
481,"Yellow Crafters' Scrip",91,100,109,245,269,294
482,"Yellow Crafters' Scrip",91,100,109,258,283,309
483,"Yellow Crafters' Scrip",91,100,109,306,336,367
484,"Yellow Crafters' Scrip",91,100,109,353,388,423
485,"Yellow Crafters' Scrip",91,100,109,574,631,688
486,"Yellow Crafters' Scrip",92,101,110,245,269,294
487,"Yellow Crafters' Scrip",92,101,110,290,319,348
488,"Yellow Crafters' Scrip",92,101,110,306,336,367
489,"Yellow Crafters' Scrip",93,102,111,159,174,190
490,"Yellow Crafters' Scrip",93,102,111,245,269,294
491,"Yellow Crafters' Scrip",93,102,111,79,86,94
492,"Yellow Crafters' Scrip",94,103,112,240,264,288
493,"Yellow Crafters' Scrip",94,103,112,267,293,320
494,"Yellow Crafters' Scrip",94,103,112,317,348,380
495,"Yellow Crafters' Scrip",94,103,112,387,425,464
496,"Yellow Crafters' Scrip",94,103,112,447,491,536
497,"Yellow Crafters' Scrip",95,104,114,447,491,536
498,"Yellow Crafters' Scrip",96,105,115,317,348,380
499,"Yellow Crafters' Scrip",96,105,115,342,376,410
500,"Yellow Crafters' Scrip",97,106,116,143,157,171
501,"Yellow Crafters' Scrip",98,107,117,175,192,210
502,"Yellow Crafters' Scrip",98,107,117,297,326,356
503,"Yellow Crafters' Scrip",99,108,118,317,348,380
504,"Yellow Crafters' Scrip",101,111,121,111,122,133
505,"Yellow Crafters' Scrip",101,111,121,151,166,181
506,"Yellow Crafters' Scrip",101,111,121,306,336,367
507,"Yellow Crafters' Scrip",102,112,122,290,319,348
508,"Yellow Crafters' Scrip",102,112,122,387,425,464
509,"Yellow Crafters' Scrip",103,113,123,447,491,536
510,"Yellow Crafters' Scrip",105,115,126,143,157,171
511,"Yellow Crafters' Scrip",105,115,126,175,192,210
512,"Yellow Crafters' Scrip",105,115,126,208,228,249
513,"Yellow Crafters' Scrip",105,115,126,228,250,273
514,"Yellow Crafters' Scrip",105,115,126,342,376,410
515,"Yellow Crafters' Scrip",105,115,126,363,399,435
516,"Yellow Crafters' Scrip",107,117,128,306,336,367
517,"Yellow Crafters' Scrip",107,117,128,395,434,474
518,"Yellow Crafters' Scrip",108,118,129,323,355,387
519,"Yellow Crafters' Scrip",109,119,130,143,157,171
520,"Yellow Crafters' Scrip",109,119,130,306,336,367
521,"Yellow Crafters' Scrip",110,121,132,290,319,348
522,"Yellow Crafters' Scrip",111,122,133,290,319,348
523,"Yellow Crafters' Scrip",112,123,134,111,122,133
524,"Yellow Crafters' Scrip",112,123,134,145,159,174
525,"Yellow Crafters' Scrip",112,123,134,175,192,210
526,"Yellow Crafters' Scrip",112,123,134,507,557,608
527,"Yellow Crafters' Scrip",115,126,138,500,550,600
528,"Yellow Crafters' Scrip",118,129,141,143,157,171
529,"Yellow Crafters' Scrip",118,129,141,175,192,210
530,"Yellow Crafters' Scrip",124,136,148,353,388,423
531,"Yellow Crafters' Scrip",126,138,151,353,388,423
532,"Yellow Crafters' Scrip",126,138,151,373,410,447
533,"Yellow Crafters' Scrip",127,139,152,175,192,210
534,"Yellow Crafters' Scrip",131,144,157,143,157,171
535,"Yellow Crafters' Scrip",131,144,157,154,169,184
536,"Yellow Crafters' Scrip",131,144,157,208,228,249
537,"Yellow Crafters' Scrip",135,148,162,143,157,171
538,"Yellow Crafters' Scrip",135,148,162,154,169,184
539,"Yellow Crafters' Scrip",135,148,162,175,192,210
540,"Yellow Crafters' Scrip",142,156,170,208,228,249
541,"Yellow Crafters' Scrip",143,157,171,175,192,210
542,"Yellow Crafters' Scrip",143,157,171,400,440,480
543,"Yellow Crafters' Scrip",144,158,172,208,228,249
544,"Yellow Crafters' Scrip",144,158,172,400,440,480
545,"Yellow Crafters' Scrip",144,158,172,423,465,507
546,"Yellow Crafters' Scrip",146,160,175,380,418,456
547,"Yellow Crafters' Scrip",147,161,176,380,418,456
548,"Yellow Crafters' Scrip",150,165,180,143,157,171
549,"Yellow Crafters' Scrip",150,165,180,159,174,190
550,"Yellow Crafters' Scrip",150,165,180,175,192,210
551,"Yellow Crafters' Scrip",150,165,180,181,199,217
552,"Yellow Crafters' Scrip",151,166,181,208,228,249
553,"Yellow Crafters' Scrip",157,172,188,191,210,229
554,"Yellow Crafters' Scrip",157,172,188,208,228,249
555,"Yellow Crafters' Scrip",157,172,188,240,264,288
556,"Yellow Crafters' Scrip",160,176,192,208,228,249
557,"Yellow Crafters' Scrip",165,181,198,208,228,249
558,"Yellow Crafters' Scrip",168,184,201,175,192,210
559,"Yellow Crafters' Scrip",168,184,201,191,210,229
560,"Yellow Crafters' Scrip",168,184,201,208,228,249
561,"Yellow Crafters' Scrip",178,195,213,208,228,249
562,"Yellow Crafters' Scrip",185,203,222,208,228,249
563,"Yellow Crafters' Scrip",185,203,222,240,264,288
564,"Yellow Crafters' Scrip",187,205,224,272,299,326
565,"Yellow Crafters' Scrip",202,222,242,240,264,288
566,"Yellow Crafters' Scrip",206,226,247,208,228,249
567,"Yellow Crafters' Scrip",219,240,262,240,264,288
568,"Yellow Crafters' Scrip",219,240,262,272,299,326
569,"Yellow Crafters' Scrip",225,247,270,208,228,249
570,"Yellow Crafters' Scrip",225,247,270,240,264,288
571,"Yellow Crafters' Scrip",236,259,283,272,299,326
572,"Yellow Crafters' Scrip",243,267,291,240,264,288
573,"Yellow Crafters' Scrip",253,278,303,272,299,326
574,"Yellow Crafters' Scrip",262,288,314,272,299,326
575,"Yellow Crafters' Scrip",270,297,324,272,299,326
576,"White Crafters' Scrip",20,22,24,175,192,210
577,"White Crafters' Scrip",20,22,24,79,86,94
578,"White Crafters' Scrip",44,48,52,105,115,126
579,"White Crafters' Scrip",51,56,61,129,141,154
580,"White Crafters' Scrip",56,61,67,120,132,144
581,"White Crafters' Scrip",56,61,67,134,147,160
582,"White Crafters' Scrip",61,67,73,105,115,126
583,"White Crafters' Scrip",61,67,73,111,122,133
584,"White Crafters' Scrip",67,73,80,111,122,133
585,"White Crafters' Scrip",78,85,93,151,166,181
586,"White Crafters' Scrip",82,90,98,143,157,171
587,"White Crafters' Scrip",82,90,98,204,224,244
588,"White Crafters' Scrip",89,97,106,143,157,171
589,"White Crafters' Scrip",89,97,106,175,192,210
590,"White Crafters' Scrip",92,101,110,175,192,210
591,"White Crafters' Scrip",95,104,114,175,192,210
592,"White Crafters' Scrip",101,111,121,175,192,210
593,"White Crafters' Scrip",101,111,121,240,264,288
594,"White Crafters' Scrip",103,113,123,159,174,190
595,"White Crafters' Scrip",103,113,123,175,192,210
596,"White Crafters' Scrip",108,118,129,208,228,249
597,"White Crafters' Scrip",108,118,129,255,280,306
598,"White Crafters' Scrip",113,124,135,223,245,267
599,"White Crafters' Scrip",113,124,135,255,280,306
600,"White Crafters' Scrip",123,135,147,175,192,210
601,"White Crafters' Scrip",123,135,147,208,228,249
602,"White Crafters' Scrip",123,135,147,240,264,288
603,"White Crafters' Scrip",123,135,147,272,299,326
604,"White Crafters' Scrip",134,147,160,208,228,249
605,"White Crafters' Scrip",144,158,172,240,264,288
606,"Yellow Crafters' Scrip",7,7,8,455,500,546
607,"Yellow Crafters' Scrip",12,13,14,417,458,500
608,"Yellow Crafters' Scrip",27,29,32,385,423,462
609,"Yellow Crafters' Scrip",33,36,39,357,392,428
610,"Yellow Crafters' Scrip",39,42,46,333,366,399
611,"Yellow Crafters' Scrip",45,49,54,286,314,343
612,"Yellow Crafters' Scrip",70,77,84,250,275,300
613,"Yellow Crafters' Scrip",73,80,87,222,244,266
614,"Yellow Crafters' Scrip",76,83,91,200,220,240
615,"Yellow Crafters' Scrip",79,86,94,182,200,218
616,"Yellow Crafters' Scrip",105,115,126,154,169,184
617,"Yellow Crafters' Scrip",120,132,144,143,157,171
618,"Yellow Crafters' Scrip",135,148,162,143,157,171
619,"Yellow Crafters' Scrip",150,165,180,143,157,171
620,"Yellow Crafters' Scrip",165,181,198,143,157,171
621,"White Crafters' Scrip",120,132,144,143,157,171
